ID,N°,Tipo,T,Quechua ,Traducción (español)
N001,1,Palabra,W,Runa sipiq,Asesino
N002,2,Palabra,W,Raphi,Hoja
N003,3,Palabra,W,Ayllu,Familia
N004,4,Palabra,W,Siñaskuna,Señas de La naturaleza
N005,5,Palabra,W,Respetuwan,Respeto
N006,6,Palabra,W,Hamaw t´a,Sabio
N007,7,Palabra,W,Wishlla,Cucharón
N008,8,Palabra,W,Theqtichina,Sartén
N009,9,Palabra,W,Ninri,Oreja
N010,10,Palabra,W,Unu,Agua
N011,11,Palabra,W,Qore,Oro
N012,12,Palabra,W,Kallpa,Fuerza
N013,13,Palabra,W,Khaska,Áspero
N014,14,Palabra,W,Paray,Llover
N015,15,Palabra,W,Wanay,Escarmentar
N016,16,Palabra,W,T’eqway,Pelar
N017,17,Palabra,W,Teqtichiy,Freír
N018,18,Palabra,W,Tarpuy mit´a,Primavera
N019,19,Palabra,W,Chakmay,Preparado de tierra para la siembra
N020,20,Palabra,W,Laq'apakuy,Tropezar
N021,21,Palabra,W,Yana,Negro
N022,22,Palabra,W,Tuku,Búho
N023,23,Palabra,W,Urmay,Caer
N024,24,Palabra,W,Ñak´ariy,"Sufrir Necesidades, desperdiciarse"
N025,25,Palabra,W,Yawar,Sangre
N026,26,Palabra,W,Qheshwa runa,Quechuas
N027,27,Palabra,W,Llasa,Pesante
N028,28,Palabra,W,Chakachikuy,"Atorarse, Ahogarse"
N029,29,Palabra,W,Huchasapa,Culpable
N030,30,Palabra,W,Aqha,Chicha
N031,31,Palabra,W,Maway,Primeras Papas
N032,32,Palabra,W,Qatikachay,Cacería
N033,33,Palabra,W,Taki,Canción
N034,34,Palabra,W,Rikuq,Testigo
N035,35,Palabra,W,Puka,Rojo
N036,36,Palabra,W,Kuchuna,Cuchillo
N037,37,Palabra,W,Harawi,Poesía
N038,38,Palabra,W,Q éwi,Chueco
N039,39,Palabra,W,T´oqo,Hoyo
N040,40,Palabra,W,Huch´uy,Pequeño
N041,41,Palabra,W,Tutantin,Toda La Noche
N042,42,Palabra,W,Uywanakuy,Crianza mutua
N043,43,Oración,S,Mikhuchinaypaqmi mañakuwaran,Me pidió que le diera de comer
N044,44,Oración,S,Qan killata rikushanki,Tú estás viendo la luna
N045,45,Oración,S,Hatun p´uyñukunan kashanman,Puede haber tinajas grandes
N046,46,Oración,S,Kay uywaqa mana ashka millmayuqmi,Este animal tiene poca lana
N047,47,Oración,S,Paqarinmi mamayqa ponchu awayta tukunqa,Mi mamá mañana terminará de tejer el poncho
N048,48,Oración,S,Llusk’a llusk’allaña mayu,Es muy rebaloso el rio
N049,49,Oración,S,Sarata t'ipispaqa markapin waqaychana,Luego de despancar el maóz se gurda en la ramada
N050,50,Oración,S,K'aspimanta ñaqch'aqa ruwakuyta atikunmanmi,Pueden fabricarse peines de madera
N051,51,Oración,S,Payqa allin runan,Él es un buen hombre
N052,52,Oración,S,Kay saramanta apiqa pipullañan kashan,Esta mazamorra de maíz está muy espesa.
N053,53,Oración,S,Yunka runakunaqa charapa aychamanta mikhuykunata llanunku,La gente de la selva prepara platos de carne de la charapa
N054,54,Oración,S,Churakun huk punchuwan,Se puso un poncho
N055,55,Oración,S,Kaqniyuq runakunaqa mana kaqniyuqkunatan saruchakuranku,Los adinerados siempre humillaron a los pobres.
N056,56,Oración,S,"Qolqe waqaychanapaqqa, rantisqanchiskunata allinta qhawana.","Para tener ahorros, debemos equilibrar nuestro presupuesto."
N057,57,Oración,S,May hawapipas rumiqa kallanpuni,En cualquier lugar siempre hay piedras
N058,58,Oración,S,Chay tayta hinaqa manan hukqa kanchu,Como aquel padre no hay otro
N059,59,Oración,S,Qhillqana raphita mamaywan rantichikusaq.,Me haré comprar cuadernos con mi mamá.
N060,60,Oración,S,Waqayuspan ripun,Se fué llorando
N061,61,Oración,S,Manan allin musqhoymi kayku noqaykuwan  manan imatapas ruwayta atinkichu.,Somos tu peor pesadilla y no sabes qué hacer con nosotros.
N062,62,Oración,S,Paywanmi qhatuna wasipi tuparani,Me encontré con él en el mercado
N063,63,Oración,S,Chay k’anallapi uchu kashan,En esa tostadora está el ají.
N064,64,Oración,S,Raqra mankamantaqa sut'u sut'upin  leche tukurakapun,De la olla rajada gota a gota se ha terminado la leche.
N065,65,Oración,S,Kullkuqa sach’a patakunamanta munayta takimun,La paloma torcaz canta melodiosamente desde los árboles
N066,66,Oración,S,Chayamunmi,Me consta que llegó
N067,67,Oración,S,Aman kutimunaykama puñunkichu,No vas a dormir hasta que regrese
N068,68,Oración,S,K'aytuqa nishu wata watallañan kashan,El hilo está lleno de nudos
N069,69,Oración,S,Iphu parachaqa chakrakunata munayta wiñachin,La garúa beneficia muchísimo a las chacras
N070,70,Oración,S,Manan millay  imapas kanchu aswanpas wasipi onqosqa runahina.,No hay nada peor que un hombre enfermo en casa.
N071,71,Oración,S,"Chay uñaqa waqrakunmi, sumaqllata apamunki","Esa vaquillona suele cornear, vas a arrear con cuidado"
N072,72,Oración,S,Warmakuna yanacha wasimanta sach´a sach´aman phawanku,Los niños se apresuran desde la escuela hacia el bosque
N073,73,Oración,S,"¡Hakuchis, mink´arikusqayki chuwipi pukllayta!"," ¡Vamos, te invito a jugar canicas!
"
N074,74,Oración,S,Qori t'ika hat'un t'antata rakirparin,Flor de oro dividió un pan grande
N075,75,Oración,S,"Imatapas runa ruwaqtin, manan phiñachinqachus chayta suyanchu","Cuando una persona hace algo, podría no esperar que lo hará sentir disgustado."
N076,76,Oración,S,Mana sasa ruwaykunaqa maynillanpin ruwakun.,Las cosas simples son siempre las más inusuales.
N077,77,Oración,S,May ashkha llamayuqmi chay runaqa kasqa.,Esa persona posee muchas llamas.
N078,78,Oración,S,Runa allin sumaq kikinwan kananpaqqa ashkha allin ruwaykunan kan .,Hay muchos comportamientos que pueden hacer que una persona se sienta orgullosa de sí misma.
N079,79,Oración,S,"Makinkurayku askha runakuna llallinakuranku, ichaqa pay qarquran kusikuyta ch´ulla kaypi mashkaspa.","Muchos hombres compitieron por su mano, pero ella los rechazó, buscando la felicidad en soledad."
N080,80,Oración,S,Qochapi Raul waqashan,Raúl está llorando en el lago
N081,81,Oración,S,Maypi karanki,¿Dónde has estado?
N082,82,Oración,S,Mana allin uywasqallan hat'aqoqa kikillan sumaqllaña wiñarusqa,El bledo creció abundantemente sin cuidado alguno
N083,83,Oración,S,Saqesqay hinallan kashan,Esto está tal como lo dejé
N084,84,Oración,S,Ninkun huk qella maqt'atas usa tukurapusqa,Cuentan que a un joven ocioso se lo comieron los piojos
N085,85,Oración,S,Noqa qoyllurta rikuni,Veo una estrella 
N086,86,Oración,S,Kukuchikuna runakunata manchachin,Los fantasmas asustan a la gente
N087,87,Oración,S,Payqa carcelpin kashan,Él está en la cárcel
N088,88,Oración,S,Rakhu p’achaqa chirimanta kurkunchista hark’an,La ropa gruesa protege nuestro cuerpo del frío
N089,89,Oración,S,Qan chocolatita munanki,Tú quieres chocolate
N090,90,Oración,S,"Qanrí, ¿Maymanta hamushanki?",Y tú ¿De dónde vienes?
N091,91,Oración,S,Chay ruwayta mana chaskisqachu millaypunin chayqa consejo viceministro nisqakunamanta hamuq.,Despreció tal comportamiento y lo consideró indigno de un miembro del Consejo y un viceministro.
N092,92,Oración,S,"Sichus llakisqa runata rikuni chayqa, kurpuypin nanayninta tarini.","Cuando veo a una persona que sufre, siento su dolor en mi cuerpo."
N093,93,Oración,S,T'antaq chaninta qawariy,Observa el precio del pan
N094,94,Oración,S,Espinar llaqtamanta Santo Tomás llaqtamanqa Bellilli llaqtallantapuni rinchis.,De Espinar a Santo Tomás siempre tendremos que ir por Velille
N095,95,Oración,S,Nishu llakisqan kawsani,Vivo muy afligido
N096,96,Oración,S,Chakra tarpunaykupaq raymichay,Para la siembra hacemos fiesta
N097,97,Oración,S,Chay qhatata pukllananchispaq pampachasunchis,Aplanemos esa ladera para jugar
N098,98,Oración,S,Sapallanmi chay runaqa waqtuta ukyarapusqa,Esa persona sola se ha tomado toda la botella de cerveza
N099,99,Oración,S,Llapaykichis hamuychis,Vengan todos
N100,100,Oración,S,"¡Wataq imaymana wiñayninkunata munawaq, aswanpas cheqaqpuni kan, samana killata llapan munanku!","¡Puedes amar las diferentes temporadas del año, pero honestamente, todos aman las vacaciones!"
N101,101,Oración,S,Taytaypa makin llank’ananpaq,La mano de mi papá sirve para que trabaje.
N102,102,Oración,S,Vacunakunaqa onqoymantan hark'awanchis,Las vacunas nos protegen de las enĨermedades.
N103,103,Oración,S,Pablopiwanmi hamusqa,Había venido con Pablo
N104,104,Oración,S,Kay pachapiqa tukuy imapas kuyunmi,"En este mundo, todo se mueve"
N105,105,Oración,S,Qosqomanta hamuni,Vengo de Cusco
N106,106,Oración,S,Kay sasachakuyta allinchay,Resuelve el problema
N107,107,Oración,S,Mana qaywisqa lawa mankaqa tiyaruspa rupharunmanmi.,La olla de mazamorra que no se remueve puede asentarse y quemarse.
N108,108,Oración,S,Noqapaqqa manan imapas qhepasqachu,Para mí no quedó nada
N109,109,Oración,S,"Chhullimanta, ch´oqhumanta hampikunapaq allin.",Es bueno para curarse de la gripe y la tos
N110,110,Oración,S,Khallwakunaqa parananpaqmi phawaykachan,La aparición de las golondrinas anuncia la presencia de lluvias
N111,111,Oración,S,Waynapura p'itaypi llallinakunku,Entre jovenes corriendo se ganan
N112,112,Oración,S,K’anas runakunaqa ch’eqchi p’achayuq kanku.,Los pobladores de Canas llevan ropa gris
N113,113,Oración,S,Thoqayniymi haya ima llakichá  hap'iwanqa,Tengo la saliva amarga͗ qué preocupaciones tendré
N114,114,Oración,S,Ñawinchaytan paqarin yachachisqayki,Mañana te enseño a leer
N115,115,Oración,S,Llapanku tiyashanku,Todos estan sentados
N116,116,Oración,S,K’ankaq mana sarusqan wallpaq runtunqa manas chiwchinmanchu.,El huevo de la gallina que no ha sido fecundada por el gallo no genera vida
N117,117,Oración,S,Nishu karu kasqa,Era bastante lejos
N118,118,Oración,S,Rimasqaytam ch´uyanchasaq,Lo que he dicho voy a aclarar
N119,119,Oración,S,Imapas allillanmi kanqa,Todo va a estar bien.
N120,120,Oración,S,Hanaq pachaqa wichaypi kashan,El cielo está arriba
N121,121,Oración,S,Chaka tulluymi nanawan,Me duele el ilíaco
N122,122,Oración,S,Inka awkikunaqa yachaysapataq kallpasapataq karanku.,Los auquis de la época de los incas fueron muy sabios y forzudos.
N123,123,Oración,S,Inti raymi p’unchawqa ishkay chunka tawayuq inti raymi killatan raymichakun,Dicen que la fiesta del Sol se festejaba el día 2ϭ de junio.
N124,124,Oración,S,Mana allin kawsaykuna kaqtinqa awkinchiskunata tapurikusunchis,Frente a las fatalidades de la vida consultemos a nuestros ancianos.
N125,125,Oración,S,Waylluyqa allinmi.,Amar es bueno
N126,126,Oración,S,Noqaqa Kiswar Pampa ayllumanta kani,Yo soy de la Comunidad de Kishuar Pampa
N127,127,Oración,S,Ichhu pichanaqa tukurakapunmi,La escoba de paja se ha terminado
N128,128,Oración,S,Orqo patakunaqa phuyusqallapunin kashan,La cima de los cerros casi siempre está cubierta de neblina
N129,129,Oración,S,Mana allin theqtichina kan,Hay una sartén malograda.
N130,130,Oración,S,Qanpas hamunaykin,Tú también debes de venir
N131,131,Oración,S,"Kawsayqa huk chocolati caja nisqahinan, manan hayk´aqpas imatachus tarinki chayta yachankichu.","La vida es como una caja de chocolates, nunca sabes lo que obtendrás."
N132,132,Oración,S,Papa chakramanta lliw qorakunata orqosunchis,De la chacra de papas hay que deshierbar todas las malezas.
N133,133,Oración,S,Pukllanaykiraykun hamunki,Vienes porque quieres jugar
N134,134,Oración,S,"Ch´eqmiqa mayqin runaq kawsaynintapas tukurachinmanmi, mana huchayuq kaqtapas.","Un rumor puede acabar con la carrera de cualquiera, incluso si no es culpable."
N135,135,Oración,S,Ichaqa mamay huch’uylla,Mi mamá es bajita no más.
N136,136,Oración,S,Juicio tukunankaman carcelpi kamunqa,Mientras dure el juicio ella estará en la cárcel.
N137,137,Oración,S,Sichus runa mana ayllunwan unay kan chayqa manan allin runachu kan.,El hombre que no pasa tiempo con su familia nunca será un verdadero hombre.
N138,138,Oración,S,Alqolla llapan kisuta mikhurqakapusqa.,el perro se había comido todo el queso.
N139,139,Oración,S,"Allin ruwayqa mati unupi mishk´ihinan; pisi kaqtinpas, llapan mishk´imanmi tukuchin.","La esperanza es como el azúcar en el té; incluso cuando hay muy poco, hará que todo sea más dulce."
N140,140,Oración,S,T'ipanawan allinta mantunniykita t´ipay,Asegura tu mantita con el prendedor.
N141,141,Oración,S,"Sasan wak runakunaq llallisqanpi kusi tariyqa, ichaqa ancha kusikuyta llalliy apamunman.","No es fácil encontrar satisfacción en las victorias de otras personas, pero puede brindar tanta alegría al ganar."
N142,142,Oración,S,Imapas mana allin yuyaymunasqaqa chinkaripullanmi,en cambio cualquier cosa sin fundamento se desvanece.
N143,143,Oración,S,Mancharikuypunin imaynata runakuna wak runakunata saruspa kusisqa kanku.,Es impactante que las personas obtengan la satisfacción de la explotación de los demás.
N144,144,Oración,S,Ashkha tullukunata mach'aypi rikurani,Vi muchos huesos en una cueva
N145,145,Oración,S,Wiksa allin kayqa saphin llapan imapas allin kananpaq.,El placer del estómago es la base y la raíz de todo bien.
N146,146,Oración,S,"Sasapunin, runakunaqa hatun phiñachikuykunatan panpachankuman. ","Aunque no es fácil, las personas son capaces de perdonar incluso las transgresiones más graves."
N147,147,Oración,S,Qankuna yachachiq kankichis,Ustedes son profesores
N148,148,Oración,S,Tintinqa wasimasinchispa sach'akunapin wiñan,La granadilla crece enredándose a los árboles vecinos.
N149,149,Oración,S,Runakunaqa phiña kaspa manan waqankuchu ichaqa manchakuymantaqa.,"La gente generalmente no llora cuando están molestos, sino cuando están asustados."
N150,150,Oración,S,Makiypi k’irichayqa ña k’illayashanña,La herida de mi mano ya está cicatrizando.
N151,151,Oración,S,Alqokunataqa washkhawanmi seq'ona,Al perro se le ahorca con una soguilla
N152,152,Oración,S,Machula t’ikakunamanta moqokama purin,El anciano camina desde las flores hasta la colina
N153,153,Oración,S,Sara tarpusqanchisqa ñan ch'ichiramunqa,Ya germinó el maíz que sembramos
N154,154,Oración,S,Churinchiskuna pukllan,Nuestro hijos juegan
N155,155,Oración,S,"Sinchita ch’akirin, awkikunatachari phiñachinku","Hay mucha sequía, seguramente han ofendido a los espíritus de los cerros"
N156,156,Oración,S,Such’iq qaranqa wirallaña,La piel de los bagres es grasosísima
N157,157,Oración,S,Puka layuq saphinqa allinmi ukhu onqoymanta hampiwananchispaq,La raíz del trébol rojo es buena para curar la tos
N158,158,Oración,S,Huk mana pagaspalla yachay ñawpaqman puriytan yanapan sapa p´unchay llakikuytataq chinkachipun.,Una beca proporciona oportunidades para el desarrollo del talento y elimina las preocupaciones diarias.
N159,159,Oración,S,"K'uychichay p'unchawtaqa hamunki, qonqaruwaqtaq","El día sábado tienes que venir, no vayas a olvidarte."
N160,160,Oración,S,Manan imapas sasaqa kanchu,No hay nada imposible
N161,161,Oración,S,Noqa chunka watayuqña kani,Yo ya tengo diez años.
N162,162,Oración,S,Mana waqaychakuspalla pukllaqtinchisqa urmayusunmanmi,"Si jugamos sin cuidado, podemos caernos"
N163,163,Oración,S,Chay sipascha wasinman phawaylla rishan,Esa señorita está corriendo hacia su casa
N164,164,Oración,S,"Sumaqmi sichus, sapa p´unchay kawsay, yanqallamanta kaqninchista hatarichin.","Es agradable cuando, en el contexto de la vida cotidiana, algo repentinamente provoca nuestra emoción."
N165,165,Oración,S,Sutiykita ayllu sutiykitawan qhillqay,Escribe tu nombre y apellido
N166,166,Oración,S,Manan waylluytaqa huchapi t´ikachinachu.,No permitir que el amor florezca es un pecado.
N167,167,Oración,S,Manan allin warmakunaqa manan rikraypi ninriypi t'ispipayawaytaqa saqenkuchu,Los niños malos no dejan de pellizcarme en los brazos o en las orejas.
N168,168,Oración,S,Phatasqa mankapiqa manan unuqa takyanchu,En olla rajada ya no se mantiene el agua
N169,169,Oración,S,Huk camionmi warmita sarurapun,Un camión ha atropellado a una señora
N170,170,Oración,S,Surump’iwan hapisqa ñawiqa millaytan k’arakun,Los ojos afectados por el surumpi arden insoportablemente
N171,171,Oración,S,Noqaqqa ishkay ususiymi kan kinsa churiykunapiwan llapanpiqa phishqa.,"Tengo dos hijas y tres hijos, en total son cinco hermanos."
N172,172,Oración,S,Atoq supayqa huk p’asñachatas q´oturusqa,Dicen que el zorro endemoniado había engañado a una muchachita
N173,173,Oración,S,Llank´ana sapankaq kawsaynin kasqanpi churayqa kusikuypaqpunin allin kan.,Un equilibrio entre el trabajo y la vida personal es la clave de la felicidad.
N174,174,Oración,S,Kay kuchunata pimanpas saqemuy,Deja a cualquiera este cuchillo
N175,175,Oración,S,Manan hayk´aqpas yacharanichu wak runa kusichiwananta.,Nunca pensé que otra persona podría hacerme tan feliz.
N176,176,Oración,S,Warmikunaqa kukankuta huk llikllachapin apanku,Las mujeres llevan su coca atado en una mantita
N177,177,Oración,S,Chayaramuqtiykin kusisqa kashani,Estoy feliz porque llegaste
N178,178,Oración,S,Manan kusichu  mana challwayuq qochaman riyqa huk larupitaq ashkha challwayuq qocha kan chayqa.,No es divertido ir a un lago donde no hay peces cuando hay otros lagos cercanos con mucho.
N179,179,Oración,S,Wakman munakuyta qhawachiyqa allin kawsayta apamuwanchis.,Mostrar sensibilidad hacia los demás proporciona un increíble sentido de armonía.
N180,180,Oración,S,Uywa michiq llaqtakunaqa paqucha qarata mast’aykuspa samachisunki,En las comunidades ganaderas te alojan en tendido de cueros de alpaca.
N181,181,Oración,S,Truchakuna mayupi kashan,Hay truchas en el río
N182,182,Oración,S,Taytay mamaypiwan llank’anku,Mi papá y con mi mamá trabajan
N183,183,Oración,S,Haciendapi capatasconaqa llullakunan kasqaku,Los capataces de las haciendas eran unos mentirosos
N184,184,Oración,S,Mana puriyta yachanchu,No sabe caminar
N185,185,Oración,S,Peruq hatun kusi raymin,La fiesta del Perú/Día de la independencia
N186,186,Oración,S,Papay chay aqata upyaykuy,"Papá, tomate esa chicha"
N187,187,Oración,S,Pusaq killayuq wawaqa lat’akachanñan,Los bebés de ocho meses ya gatean
N188,188,Oración,S,Chumpiq watuntaqa tawa q’aytumantan utaq aswan mas ashkhamantapas q'eshwakunmi,Los pasadores de las fajas pueden trenzarse de cuatro o de más hilos.
N189,189,Oración,S,"Adobekunatan ruwasharani, paran hark'aruwan","Estuve haciendo adobes, la lluvia nos ha entorpecido"
N190,190,Oración,S,Qankuna illapachay p’unchaw rimankichis,Ustedes hablan el jueves
N191,191,Oración,S,Washwaqa manan unutaqa manchakunchu,El pato no tiene miedo a las aguas
N192,192,Oración,S,Millay yuyay nini wayllusqayki runapi mana sonqota churaymi,El peor sentimiento que puedo imaginar es no confiar en la persona que más amas en el mundo.
N193,193,Oración,S,"Sapa wata, ashkha runakuna qhopo onqoymanta wañunku manan qolqenku hampichikunankupaq kanchu.","Cada año, más y más personas mueren de tumores porque carecen de los recursos financieros para el tratamiento."
N194,194,Oración,S,"Hawa runakunaq karrunkuna urmayusqan qhepamanqa, runakunaq qapariyninmi uyarikuran. ","Después de la catástrofe de autobuses turísticos, se podían escuchar los gritos de las víctimas."
N195,195,Oración,S,Sara qarpanapaqqa yarqhanta unuta pusamusunchis,Conduciremos el agua por canales para regar la chacra de maíz.
N196,196,Oración,S,Q’oya ichhuqa unuyuq aqokunapi allinta wiñan,La paja de la variedad coya se produce en los lugares húmedos
N197,197,Oración,S,Juanpa wasinpi huk erqe sapa p´unchay waqan.,En la casa de Juan hay un niño que llora todo los días.
N198,198,Oración,S,"Toqti erqekunapi musphayqa, khuyaypunin.",Pensar en niños que están enfermos de malnutrición es verdaderamente deprimente.
N199,199,Oración,S,Huk tawa k’uchuqa tawa k'uchuyuqmi,Un cuadrado tiene cuatro lados
N200,200,Oración,S,Wawaqa wiñashanmi,El niño va creciendo
N201,201,Oración,S,Kay q'aytuta ishkay ishkaymanta kuruy,Ovíllame este hilo poniéndolo de dos.
N202,202,Oración,S,Sara sarapi tuparanchis,Nos encontramos en el maiza
N203,203,Oración,S,Chay wallpata caldopaq phurucharusaq,Pelaré esa gallina para el caldo
N204,204,Oración,S,Wirta ukhupin wiñapupaq sarataqa p’ampamuni,En el jardín tapé maíz para la jora
N205,205,Oración,S,Nisqanmanhina,De acuerdo a lo que dice
N206,206,Oración,S,Noqa wawqeywan pukllani,Yo juego con mi hermano
N207,207,Oración,S,"Waraqoq khishkan chakiyman haykuruwan, ama hina kaspa orqorukuway",Una espina del cactus se me ha introducido en el pie. Por favor extráemelo.
N208,208,Oración,S,Paymi maqawaran,Él me pegó
N209,209,Oración,S,Qhelqay imayna rimayniykikunata.,Escribe tus argumentos
N210,210,Oración,S,Mamaymi wayk´uyta yachachiwan,Mi mamá me enseña a cocinar
N211,211,Oración,S,Pisi kachiyuq kisuqa p’oshquyanmi,El queso preparado con poca sal se avinagra
N212,212,Oración,S,Kaypiqa nishutan chirin,Aquí hace mucho frío
N213,213,Oración,S,Mikhunata khuchiman wikch’uykuy,Tirale comida al chancho!
N214,214,Oración,S,Qella warmakunaqa millayllatañan seq'eta ruwarusqaku,Los niños ociosos hicieron dibujos feos
N215,215,Oración,S,Ñankunapi tiyaq runakuna chaka ukhupi puñunku sapa tuta.,Los indigentes duermen debajo de los puentes todas las noches.
N216,216,Oración,S,Llaqtamanmi seqaykapunku,Se fueron hacia el pueblo
N217,217,Oración,S,Llapallan aylluntinmi sarata waqaychanku,Toda la familia está entrojando el maíz
N218,218,Oración,S,"Manan qhepata kutiyta atikunñachu, ichaqa allin ñawpaqman puriytan tarina. ","Ya que es imposible volver atrás, se debe encontrar la mejor manera de seguir adelante."
N219,219,Oración,S,Mana kachiyuq lecheqa miskhk'illañan,La leche sin sal es muy rico
N220,220,Oración,S,Asnuyki qaparqachayshan,Tú burro está rebuznando
N221,221,Oración,S,Unuqa ancha allinmi kurpunchispaq hinallataq qhalilla kananchispaq,El agua en bueno y saludable para nuestro cuerpo
N222,222,Oración,S,Muyu muyu wayraqa hallp´ata huqarispa q’oshñitaraq hatarichin,El remolino levantando la tierra produce polvo
N223,223,Oración,S,Maqaytan munawanchis,Nos quieren pegar
N224,224,Oración,S,Ayataqa nishuta waqayuspan aparqapunku,Llorando mucho se llevaron al cadáver
N225,225,Oración,S,Hatun mankaman hich'ay unuta hinaspa astawan apamuy,"Vacía el agua a la olla grande, luego trae más agua"
N226,226,Oración,S,"Sichus pipas llipsi nispa waqhasunki, yanqallamanta kallpayki ñawpaqman lloqsiyta chinkachinki.","Cuando alguien te llama débil, de repente pierdes fuerza y entusiasmo para continuar la lucha contra la adversidad."
N227,227,Oración,S,Phiña  papallata mikhunki chayqa wiksaykin qolqolyan,"Si comes solamente papa amarga, te suelta el estómago."
N228,228,Oración,S,Puna runakunaqa llama kunkamanta husut´ayuqmi puriranku,Los pobladores de las punas solían caminar con sandalias hechos de cuero del cuello de las llamas.
N229,229,Oración,S,¿Pitaq chay t’ikakunatari t´iraran?,Quién arrancó esas flores?
N230,230,Oración,S,Imaymanatan llapan atisqayta ruwashani mana nishuta oqllarunaypaq.,Estoy haciendo todo lo que puedo para no abrazarlo muy fuerte.